SOORTNR,FLORON,WETENSCHAP,NEDERLANDS,zeldzaamheidsklasse,trendklasse,RL2000,RL2000kort
5307,,"Crassula helmsii","Watercrassula",,,,
5308,,"Epilobium (excl. E. hirsutum en E. parvifloru","Basterdwederik-groep",,,,
5309,,"Lotus corniculatus","Gewone en Rechte rolklaver",,,,
5310,,"Alnus x pubescens","Zwarte x Witte Els",,,,
6001,,"Acer","Esdoorn (G)",,,,
6002,,"Aceras","Poppenorchis (G)",,,,
6003,,"Achillea","Duizendblad (G)",,,,
6004,,"Aconitum","Monnikskap (G)",,,,
6005,,"Acorus","Kalmoes (G)",,,,
6006,,"Actaea","Christoffelkruid (G)",,,,
6007,,"Adonis","Adonis (G)",,,,
6008,,"Adoxa","Muskuskruid (G)",,,,
6009,,"Aegopodium","Zevenblad (G)",,,,
6010,,"Aethusa","Hondspeterselie (G)",,,,
6011,,"Agrimonia","Agrimonie (G)",,,,
6012,,"Agrostemma","Bolderik (G)",,,,
6013,,"Agrostis","Struisgras (G)",,,,
6014,,"Aira","Dwerghaver (G)",,,,
6015,,"Ajuga","Zenegroen (G)",,,,
6016,,"Alchemilla","Vrouwenmantel (G)",,,,
6017,,"Alisma","Waterweegbree (G)",,,,
6018,,"Alliaria","Look-zonder-look (G)",,,,
6019,,"Allium","Look (G)",,,,
6020,,"Alnus","Els (G)",,,,
6021,,"Alopecurus","Vossestaart (G)",,,,
6022,,"Althaea","Heemst (G)",,,,
6023,,"Alyssum","Schildzaad (G)",,,,
6024,,"Amaranthus","Amarant (G)",,,,
6025,,"Ambrosia","Ambrosia (G)",,,,
6026,,"Amelanchier","Krenteboompje (G)",,,,
6027,,"Calammophila (x-)","Noordse helm (G)",,,,
6028,,"Ammophila","Helm (G)",,,,
6029,,"Anacamptis","Hondskruid (G)",,,,
6030,,"Anagallis","Guichelheil (G)",,,,
6031,,"Anchusa","Ossetong (G)",,,,
6032,,"Andromeda","Lavendelhei (G)",,,,
6033,,"Anemone","Anemoon (G)",,,,
6034,,"Angelica","Engelwortel (G)",,,,
6035,,"Antennaria","Rozenkransje (G)",,,,
6036,,"Anthemis","Schubkamille (G)",,,,
6037,,"Anthericum","Graslelie (G)",,,,
6038,,"Anthoxanthum","Reukgras (G)",,,,
6039,,"Anthriscus","Kervel (G)",,,,
6040,,"Anthyllis","Wondklaver (G)",,,,
6041,,"Antirrhinum","Grote leeuwebek (G)",,,,
6042,,"Apera","Windhalm (G)",,,,
6043,,"Aphanes","Leeuweklauw (G)",,,,
6044,,"Apium","Moerasscherm (G)",,,,
6045,,"Aquilegia","Akelei (G)",,,,
6046,,"Arabidopsis","Zandraket (G)",,,,
6047,,"Arabis","Scheefkelk (G)",,,,
6048,,"Arctium","Klit (G)",,,,
6049,,"Arctostaphylos","Beredruif (G)",,,,
6050,,"Arenaria","Zandmuur (G)",,,,
6051,,"Aristolochia","Pijpbloem (G)",,,,
6052,,"Armeria","Engels gras (G)",,,,
6053,,"Armoracia","Mierik (G)",,,,
6054,,"Arnica","Valkruid (G)",,,,
6055,,"Arnoseris","Korensla (G)",,,,
6056,,"Aronia","Appelbes (G)",,,,
6057,,"Arrhenatherum","Glanshaver (G)",,,,
6058,,"Artemisia","Alsem (G)",,,,
6059,,"Arum","Aronskelk (G)",,,,
6060,,"Asparagus","Asperge (G)",,,,
6061,,"Asperula","Bedstro (G)",,,,
6062,,"Asplenium","Streepvaren (G)",,,,
6063,,"Aster","Aster (G)",,,,
6064,,"Astragalus","Hokjespeul (G)",,,,
6065,,"Athyrium","Wijfjesvaren (G)",,,,
6066,,"Atriplex","Melde (G)",,,,
6067,,"Atropa","Wolfskers (G)",,,,
6068,,"Avena","Haver (G)",,,,
6069,,"Azolla","Kroosvaren (G)",,,,
6070,,"Ballota","Ballote (G)",,,,
6071,,"Barbarea","Barbarakruid (G)",,,,
6072,,"Bassia","Ruig zoutkruid (G)",,,,
6073,,"Bellis","Madeliefje (G)",,,,
6074,,"Berberis","Berberis (G)",,,,
6075,,"Berteroa","Grijskruid (G)",,,,
6076,,"Beta","Biet (G)",,,,
6077,,"Betula","Berk (G)",,,,
6078,,"Bidens","Tandzaad (G)",,,,
6079,,"Blackstonia","Bitterling (G)",,,,
6080,,"Blechnum","Dubbelloof (G)",,,,
6081,,"Borago","Bernagie (G)",,,,
6082,,"Botrychium","Maanvaren (G)",,,,
6083,,"Brachypodium","Kortsteel (G)",,,,
6084,,"Brassica","Kool (G)",,,,
6085,,"Briza","Trilgras (G)",,,,
6086,,"Bromus","Dravik (G)",,,,
6087,,"Bryonia","Heggerank (G)",,,,
6089,,"Bunias","Hardvrucht (G)",,,,
6090,,"Bunium","Aardkastanje (G)",,,,
6091,,"Bupleurum","Goudscherm (G)",,,,
6092,,"Butomus","Zwanebloem (G)",,,,
6093,,"Cakile","Zeeraket (G)",,,,
6094,,"Calamagrostis","Struisriet (G)",,,,
6095,,"Calepina","Kalkraket (G)",,,,
6096,,"Calla","Slangewortel (G)",,,,
6097,,"Callitriche","Sterrekroos (G)",,,,
6098,,"Calluna","Struikhei (G)",,,,
6099,,"Caltha","Dotterbloem (G)",,,,
6100,,"Calystegia","Dubbelkelkwinde (G)",,,,
6101,,"Campanula","Klokje (G)",,,,
6102,,"Capsella","Herderstasje (G)",,,,
6103,,"Cardamine","Veldkers (G)",,,,
6105,,"Carduus","Distel (G)",,,,
6106,,"Carex","Zegge (G)",,,,
6107,,"Carlina","Driedistel (G)",,,,
6108,,"Carpinus","Haagbeuk (G)",,,,
6109,,"Carum","Karwij (G)",,,,
6110,,"Castanea","Kastanje (G)",,,,
6111,,"Catabrosa","Watergras (G)",,,,
6112,,"Catapodium","Hardgras (G)",,,,
6113,,"Centaurea","Centaurie (G)",,,,
6114,,"Centaurium","Duizendguldenkruid (G)",,,,
6116,,"Cephalanthera","Bosvogeltje (G)",,,,
6117,,"Cerastium","Hoornbloem (G)",,,,
6118,,"Ceratophyllum","Hoornblad (G)",,,,
6119,,"Ceterach","Schubvaren (G)",,,,
6120,,"Chaerophyllum","Ribzaad (G)",,,,
6121,,"Chamerion","Wilgeroosje (G)",,,,
6123,,"Chelidonium","Stinkende gouwe (G)",,,,
6124,,"Chenopodium","Ganzevoet (G)",,,,
6126,,"Chrysanthemum","Gele ganzebloem (G)",,,,
6127,,"Chrysosplenium","Goudveil (G)",,,,
6128,,"Cicendia","Draadgentiaan (G)",,,,
6129,,"Cichorium","Cichorei (G)",,,,
6130,,"Cicuta","Waterscheerling (G)",,,,
6131,,"Circaea","Heksenkruid (G)",,,,
6132,,"Cirsium","Vederdistel (G)",,,,
6133,,"Cladium","Galigaan (G)",,,,
6134,,"Claytonia","Winterpostelein (G)",,,,
6135,,"Clematis","Clematis (G)",,,,
6136,,"Cochlearia","Lepelblad (G)",,,,
6137,,"Coeloglossum","Groene nachtorchis (G)",,,,
6138,,"Colchicum","Herfsttijloos (G)",,,,
6139,,"Conium","Gevlekte scheerling (G)",,,,
6140,,"Convallaria","Lelietje-van-dalen (G)",,,,
6141,,"Convolvulus","Winde (G)",,,,
6142,,"Corallorhiza","Koraalwortel (G)",,,,
6143,,"Corispermum","Vlieszaad (G)",,,,
6144,,"Cornus","Kornoelje (G)",,,,
6146,,"Coronopus","Varkenskers (G)",,,,
6147,,"Corrigiola","Riempjes (G)",,,,
6148,,"Corydalis","Helmbloem (G)",,,,
6149,,"Corylus","Hazelaar (G)",,,,
6150,,"Corynephorus","Buntgras (G)",,,,
6151,,"Cotula","Goudknopje (G)",,,,
6152,,"Crambe","Zeekool (G)",,,,
6153,,"Crataegus","Meidoorn (G)",,,,
6154,,"Crepis","Streepzaad (G)",,,,
6155,,"Crithmum","Zeevenkel (G)",,,,
6156,,"Crocus","Krokus (G)",,,,
6157,,"Cucubalus","Besanjelier (G)",,,,
6158,,"Cuscuta","Warkruid (G)",,,,
6159,,"Cynodon","Handjesgras (G)",,,,
6160,,"Cynoglossum","Hondstong (G)",,,,
6161,,"Cynosurus","Kamgras (G)",,,,
6162,,"Cyperus","Cypergras (G)",,,,
6163,,"Cystopteris","Blaasvaren (G)",,,,
6164,,"Dactylis","Kropaar (G)",,,,
6165,,"Daphne","Peperboompje (G)",,,,
6166,,"Datura","Doornappel (G)",,,,
6167,,"Daucus","Peen (G)",,,,
6170,,"Deschampsia","Smele (G)",,,,
6171,,"Descurainia","Sofiekruid (G)",,,,
6172,,"Dianthus","Anjer (G)",,,,
6173,,"Digitalis","Vingerhoedskruid (G)",,,,
6174,,"Digitaria","Vingergras (G)",,,,
6176,,"Diplotaxis","Zandkool (G)",,,,
6177,,"Dipsacus","Kaardebol (G)",,,,
6178,,"Doronicum","Voorjaarszonnebloem (G)",,,,
6179,,"Draba","Hongerbloempje (G)",,,,
6180,,"Drosera","Zonnedauw (G)",,,,
6181,,"Dryopteris","Niervaren (G)",,,,
6182,,"Echinochloa","Hanepoot (G)",,,,
6183,,"Echinodorus","Moerasweegbree (G)",,,,
6184,,"Echinops","Kogeldistel (G)",,,,
6185,,"Echium","Slangekruid (G)",,,,
6186,,"Elatine","Glaskroos (G)",,,,
6187,,"Eleocharis","Waterbies (G)",,,,
6188,,"Elodea","Waterpest (G)",,,,
6191,,"Empetrum","Kraaihei (G)",,,,
6192,,"Epilobium","Basterdwederik (G)",,,,
6193,,"Epipactis","Wespenorchis (G)",,,,
6194,,"Equisetum","Paardestaart (G)",,,,
6195,,"Eragrostis","Liefdegras (G)",,,,
6196,,"Eranthis","Winterakoniet (G)",,,,
6197,,"Erica","Dophei (G)",,,,
6198,,"Erigeron","Fijnstraal (G)",,,,
6199,,"Eriophorum","Wollegras (G)",,,,
6200,,"Erodium","Reigersbek (G)",,,,
6201,,"Erophila","Vroegeling (G)",,,,
6202,,"Erucastrum","Schijnraket (G)",,,,
6203,,"Eryngium","Kruisdistel (G)",,,,
6204,,"Erysimum","Steenraket (G)",,,,
6205,,"Euonymus","Kardinaalsmuts (G)",,,,
6206,,"Eupatorium","Koninginnekruid (G)",,,,
6207,,"Euphorbia","Wolfsmelk (G)",,,,
6208,,"Euphrasia","Ogentroost (G)",,,,
6209,,"Fagopyrum","Boekweit (G)",,,,
6210,,"Fagus","Beuk (G)",,,,
6211,,"Festuca","Zwenkgras (G)",,,,
6212,,"Festulolium (x-)","Zwenkgras x Raaigras (G)",,,,
6214,,"Filago","Viltkruid (G)",,,,
6215,,"Filipendula","Spirea (G)",,,,
6216,,"Fragaria","Aardbei (G)",,,,
6218,,"Fraxinus","Es (G)",,,,
6219,,"Fritillaria","Kievitsbloem (G)",,,,
6220,,"Fumaria","Duivekervel (G)",,,,
6221,,"Gagea","Geelster (G)",,,,
6222,,"Galanthus","Sneeuwklokje (G)",,,,
6223,,"Galeopsis","Hennepnetel (G)",,,,
6224,,"Galinsoga","Knopkruid (G)",,,,
6225,,"Galium","Walstro (G)",,,,
6226,,"Genista","Heidebrem (G)",,,,
6227,,"Gentiana","Gentiaan (G)",,,,
6228,,"Gentianella","Baardgentiaan (G)",,,,
6229,,"Geranium","Ooievaarsbek (G)",,,,
6230,,"Geum","Nagelkruid (G)",,,,
6231,,"Glaucium","Hoornpapaver (G)",,,,
6232,,"Glaux","Melkkruid (G)",,,,
6233,,"Glechoma","Hondsdraf (G)",,,,
6234,,"Glyceria","Vlotgras (G)",,,,
6235,,"Gnaphalium","Droogbloem (G)",,,,
6236,,"Goodyera","Dennenorchis (G)",,,,
6237,,"Gratiola","Genadekruid (G)",,,,
6238,,"Gymnadenia","Muggenorchis (G)",,,,
6239,,"Gypsophila","Gipskruid (G)",,,,
6241,,"Hammarbya","Veenmosorchis (G)",,,,
6242,,"Hedera","Klimop (G)",,,,
6243,,"Helianthemum","Zonneroosje (G)",,,,
6244,,"Helianthus","Zonnebloem (G)",,,,
6245,,"Helichrysum","Strobloem (G)",,,,
6246,,"Helictotrichon","Veldhaver (G)",,,,
6247,,"Helleborus","Nieskruid (G)",,,,
6248,,"Heracleum","Bereklauw (G)",,,,
6249,,"Herminium","Honingorchis (G)",,,,
6250,,"Herniaria","Breukkruid (G)",,,,
6251,,"Hieracium","Havikskruid (G)",,,,
6252,,"Hierochloe","Veenreukgras (G)",,,,
6253,,"Himantoglossum","Bokkenorchis (G)",,,,
6254,,"Hippocrepis","Paardehoefklaver (G)",,,,
6255,,"Hippophae","Duindoorn (G)",,,,
6256,,"Hippuris","Lidsteng (G)",,,,
6257,,"Hirschfeldia","Grijze mosterd (G)",,,,
6258,,"Holcus","Witbol (G)",,,,
6259,,"Holosteum","Heelbeen (G)",,,,
6260,,"Honckenya","Zeepostelein (G)",,,,
6261,,"Hordeum","Gerst (G)",,,,
6262,,"Hottonia","Waterviolier (G)",,,,
6263,,"Humulus","Hop (G)",,,,
6265,,"Hydrocharis","Kikkerbeet (G)",,,,
6266,,"Hydrocotyle","Waternavel (G)",,,,
6267,,"Hyoscyamus","Bilzekruid (G)",,,,
6268,,"Hypericum","Hertshooi (G)",,,,
6269,,"Hypochaeris","Biggekruid (G)",,,,
6270,,"Iberis","Scheefbloem (G)",,,,
6271,,"Ilex","Hulst (G)",,,,
6272,,"Illecebrum","Grondster (G)",,,,
6273,,"Impatiens","Springzaad (G)",,,,
6274,,"Inula","Alant (G)",,,,
6275,,"Iris","Lis (G)",,,,
6276,,"Isatis","Wede (G)",,,,
6277,,"Isoetes","Biesvaren (G)",,,,
6278,,"Jasione","Zandblauwtje (G)",,,,
6279,,"Juncus","Rus (G)",,,,
6280,,"Juniperus","Juniperus (G)",,,,
6281,,"Knautia","Knautia (G)",,,,
6282,,"Koeleria","Fakkelgras (G)",,,,
6283,,"Lactuca","Sla (G)",,,,
6284,,"Lamium","Dovenetel (G)",,,,
6285,,"Lappula","Stekelzaad (G)",,,,
6286,,"Lapsana","Akkerkool (G)",,,,
6287,,"Lathraea","Schubwortel (G)",,,,
6288,,"Lathyrus","Lathyrus (G)",,,,
6289,,"Leersia","Rijstgras (G)",,,,
6290,,"Legousia","Spiegelklokje (G)",,,,
6291,,"Lemna","Eendekroos (G)",,,,
6292,,"Leontodon","Leeuwetand (G)",,,,
6293,,"Leonurus","Hartgespan (G)",,,,
6294,,"Lepidium","Kruidkers (G)",,,,
6295,,"Leucojum","Narcisklokje (G)",,,,
6296,,"Pseudorchis","Witte muggenorchis (G)",,,,
6297,,"Ligustrum","Liguster (G)",,,,
6298,,"Lilium","Lelie (G)",,,,
6299,,"Limonium","Lamsoor (G)",,,,
6300,,"Limosella","Slijkgroen (G)",,,,
6301,,"Linaria","Vlasleeuwebek (G)",,,,
6302,,"Linnaea","Linnaeusklokje (G)",,,,
6303,,"Linum","Vlas (G)",,,,
6304,,"Liparis","Groenknolorchis (G)",,,,
6305,,"Listera","Keverorchis (G)",,,,
6306,,"Lithospermum","Glad parelzaad (G)",,,,
6307,,"Littorella","Oeverkruid (G)",,,,
6308,,"Lobelia","Lobelia (G)",,,,
6309,,"Lolium","Raaigras (G)",,,,
6310,,"Lonicera","Kamperfoelie (G)",,,,
6311,,"Lotus","Rolklaver (G)",,,,
6312,,"Ludwigia","Waterlepeltje (G)",,,,
6313,,"Lupinus","Lupine (G)",,,,
6314,,"Luronium","Drijvende waterweegbree (G)",,,,
6315,,"Luzula","Veldbies (G)",,,,
6316,,"Lychnis","Koekoeksbloem (G)",,,,
6317,,"Lycium","Boksdoorn (G)",,,,
6319,,"Lycopodium","Wolfsklauw (G)",,,,
6321,,"Lycopus","Wolfspoot (G)",,,,
6322,,"Lysimachia","Wederik (G)",,,,
6323,,"Lythrum","Kattestaart (G)",,,,
6324,,"Mahonia","Mahonie (G)",,,,
6325,,"Maianthemum","Dalkruid (G)",,,,
6326,,"Malcolmia","Zeeviolier (G)",,,,
6327,,"Malus","Appel (G)",,,,
6328,,"Malva","Kaasjeskruid (G)",,,,
6329,,"Marrubium","Malrove (G)",,,,
6330,,"Matricaria","Kamille (G)",,,,
6331,,"Medicago","Rupsklaver (G)",,,,
6332,,"Melampyrum","Zwartkoren (G)",,,,
6334,,"Melica","Parelgras (G)",,,,
6335,,"Melilotus","Honingklaver (G)",,,,
6336,,"Mentha","Munt (G)",,,,
6337,,"Menyanthes","Waterdrieblad (G)",,,,
6338,,"Mercurialis","Bingelkruid (G)",,,,
6339,,"Mespilus","Mispel (G)",,,,
6340,,"Mibora","Dwerggras (G)",,,,
6341,,"Milium","Gierstgras (G)",,,,
6342,,"Mimulus","Maskerbloem (G)",,,,
6343,,"Minuartia","Veldmuur (G)",,,,
6344,,"Moehringia","Drienerfmuur (G)",,,,
6345,,"Moenchia","Kruismuur (G)",,,,
6346,,"Molinia","Pijpestrootje (G)",,,,
6347,,"Moneses","Eenbloemig wintergroen (G)",,,,
6348,,"Monotropa","Stofzaad (G)",,,,
6349,,"Montia","Bronkruid (G)",,,,
6350,,"Muscari","Druifhyacint (G)",,,,
6351,,"Mycelis","Muursla (G)",,,,
6352,,"Myosotis","Vergeet-mij-nietje (G)",,,,
6354,,"Myosurus","Muizestaart (G)",,,,
6355,,"Myrica","Gagel (G)",,,,
6356,,"Myriophyllum","Vederkruid (G)",,,,
6357,,"Myrrhis","Roomse kervel (G)",,,,
6358,,"Najas","Nimfkruid (G)",,,,
6359,,"Narcissus","Narcis (G)",,,,
6360,,"Nardus","Borstelgras (G)",,,,
6361,,"Narthecium","Beenbreek (G)",,,,
6363,,"Neottia","Vogelnestje (G)",,,,
6364,,"Nepeta","Kattekruid (G)",,,,
6365,,"Nigella","Nigelle (G)",,,,
6366,,"Nuphar","Plomp (G)",,,,
6367,,"Nymphaea","Waterlelie (G)",,,,
6368,,"Nymphoides","Watergentiaan (G)",,,,
6369,,"Odontites","Helmogentroost (G)",,,,
6370,,"Oenanthe","Torkruid (G)",,,,
6371,,"Oenothera","Teunisbloem (G)",,,,
6372,,"Omphalodes","Amerikaans vergeet-mij-nietje (G)",,,,
6373,,"Onobrychis","Esparcette (G)",,,,
6374,,"Ononis","Stalkruid (G)",,,,
6375,,"Onopordum","Wegdistel (G)",,,,
6376,,"Ophioglossum","Addertong (G)",,,,
6377,,"Ophrys","Spiegelorchis (G)",,,,
6379,,"Origanum","Marjolein (G)",,,,
6380,,"Ornithogalum","Vogelmelk (G)",,,,
6381,,"Ornithopus","Vogelpootje (G)",,,,
6382,,"Orobanche","Bremraap (G)",,,,
6383,,"Orthilia","Eenzijdig wintergroen (G)",,,,
6384,,"Osmunda","Koningsvaren (G)",,,,
6385,,"Oxalis","Klaverzuring (G)",,,,
6386,,"Oxycoccus","Veenbes (G)",,,,
6387,,"Papaver","Klaproos (G)",,,,
6388,,"Parapholis","Dunstaart (G)",,,,
6389,,"Parietaria","Glaskruid (G)",,,,
6390,,"Paris","Eenbes (G)",,,,
6391,,"Parnassia","Parnassia (G)",,,,
6392,,"Parthenocissus","Wilde wingerd (G)",,,,
6393,,"Pastinaca","Pastinaak (G)",,,,
6394,,"Pedicularis","Kartelblad (G)",,,,
6395,,"Pentaglottis","Overblijvende ossetong (G)",,,,
6397,,"Petasites","Hoefblad (G)",,,,
6398,,"Petrorhagia","Mantelanjer (G)",,,,
6399,,"Petroselinum","Peterselie (G)",,,,
6400,,"Peucedanum","Varkenskervel (G)",,,,
6401,,"Phalaris","Kanariegras (G)",,,,
6402,,"Phleum","Doddegras (G)",,,,
6403,,"Phragmites","Riet (G)",,,,
6405,,"Phyteuma","Rapunzel (G)",,,,
6406,,"Phytolacca","Karmozijnbes (G)",,,,
6407,,"Picris","Bitterkruid (G)",,,,
6408,,"Pilularia","Pilvaren (G)",,,,
6409,,"Pimpinella","Bevernel (G)",,,,
6410,,"Pinguicula","Vetblad (G)",,,,
6411,,"Pinus","Den (G)",,,,
6412,,"Plantago","Weegbree (G)",,,,
6413,,"Platanthera","Nachtorchis (G)",,,,
6414,,"Poa","Beemdgras (G)",,,,
6415,,"Polygala","Vleugeltjesbloem (G)",,,,
6416,,"Polygonatum","Salomonszegel (G)",,,,
6417,,"Polygonum","Varkensgras (G)",,,,
6418,,"Polypodium","Eikvaren (G)",,,,
6419,,"Polystichum","Naaldvaren (G)",,,,
6420,,"Populus","Populier (G)",,,,
6421,,"Portulaca","Postelein (G)",,,,
6422,,"Potamogeton","Fonteinkruid (G)",,,,
6423,,"Potentilla","Ganzerik (G)",,,,
6424,,"Primula","Sleutelbloem (G)",,,,
6425,,"Prunella","Brunel (G)",,,,
6426,,"Prunus","Prunus (G)",,,,
6427,,"Pteridium","Adelaarsvaren (G)",,,,
6428,,"Puccinellia","Kweldergras (G)",,,,
6430,,"Pulicaria","Vlooienkruid (G)",,,,
6431,,"Pulmonaria","Longkruid (G)",,,,
6432,,"Pulsatilla","Wildemanskruid (G)",,,,
6433,,"Pyrola","Wintergroen (G)",,,,
6434,,"Pyrus","Peer (G)",,,,
6435,,"Quercus","Eik (G)",,,,
6436,,"Radiola","Dwergvlas (G)",,,,
6437,,"Ranunculus","Boterbloem (G)",,,,
6438,,"Raphanus","Radijs (G)",,,,
6439,,"Rapistrum","Bolletjesraket (G)",,,,
6440,,"Reseda","Reseda (G)",,,,
6441,,"Rhamnus","Vuilboom (G)",,,,
6442,,"Rhinanthus","Ratelaar (G)",,,,
6443,,"Rhododendron","Rododendron (G)",,,,
6445,,"Rhynchospora","Snavelbies (G)",,,,
6446,,"Ribes","Ribes (G)",,,,
6447,,"Robinia","Robinia (G)",,,,
6449,,"Rorippa","Waterkers (G)",,,,
6450,,"Rosa","Roos (G)",,,,
6451,,"Rubia","Meekrap (G)",,,,
6452,,"Rubus","Braam (G)",,,,
6453,,"Rudbeckia","Rudbeckia (G)",,,,
6454,,"Rumex","Zuring (G)",,,,
6455,,"Ruppia","Ruppia (G)",,,,
6456,,"Sagina","Vetmuur (G)",,,,
6457,,"Sagittaria","Pijlkruid (G)",,,,
6458,,"Salicornia","Zeekraal (G)",,,,
6459,,"Salix","Wilg (G)",,,,
6460,,"Salsola","Loogkruid (G)",,,,
6461,,"Salvia","Salie (G)",,,,
6462,,"Salvinia","Vlotvaren (G)",,,,
6463,,"Sambucus","Vlier (G)",,,,
6464,,"Samolus","Waterpunge (G)",,,,
6465,,"Sanguisorba","Pimpernel (G)",,,,
6466,,"Sanicula","Heelkruid (G)",,,,
6467,,"Saponaria","Zeepkruid (G)",,,,
6469,,"Satureja","Bonekruid (G)",,,,
6470,,"Saxifraga","Steenbreek (G)",,,,
6471,,"Scabiosa","Scabiosa (G)",,,,
6472,,"Scandix","Naaldekervel (G)",,,,
6473,,"Scheuchzeria","Veenbloembies (G)",,,,
6474,,"Schoenus","Knopbies (G)",,,,
6475,,"Scilla","Sterhyacint (G)",,,,
6476,,"Scirpus","Bosbies (G)",,,,
6477,,"Scleranthus","Hardbloem (G)",,,,
6478,,"Scorzonera","Schorseneer (G)",,,,
6479,,"Scrophularia","Helmkruid (G)",,,,
6480,,"Scutellaria","Glidkruid (G)",,,,
6481,,"Sedum","Vetkruid (G)",,,,
6482,,"Selinum","Karwijselie (G)",,,,
6483,,"Senecio","Kruiskruid (G)",,,,
6484,,"Serratula","Zaagblad (G)",,,,
6485,,"Seseli","Seselie (G)",,,,
6486,,"Sesleria","Blauwgras (G)",,,,
6487,,"Setaria","Naaldaar (G)",,,,
6488,,"Sherardia","Blauw walstro (G)",,,,
6490,,"Silaum","Weidekervel (G)",,,,
6491,,"Silene","Silene (G)",,,,
6492,,"Sinapis","Mosterd (G)",,,,
6493,,"Sisymbrium","Raket (G)",,,,
6494,,"Sium","Grote watereppe (G)",,,,
6495,,"Smyrnium","Zwartmoeskervel (G)",,,,
6496,,"Solanum","Nachtschade (G)",,,,
6497,,"Solidago","Guldenroede (G)",,,,
6498,,"Sonchus","Melkdistel (G)",,,,
6499,,"Sorbus","Lijsterbes (G)",,,,
6500,,"Sparganium","Egelskop (G)",,,,
6501,,"Spartina","Slijkgras (G)",,,,
6502,,"Spergula","Spurrie (G)",,,,
6503,,"Spergularia","Schijnspurrie (G)",,,,
6504,,"Spiraea","Struikspirea (G)",,,,
6505,,"Spiranthes","Schroeforchis (G)",,,,
6506,,"Spirodela","Veelwortelig kroos (G)",,,,
6507,,"Stachys","Andoorn (G)",,,,
6508,,"Stellaria","Muur (G)",,,,
6510,,"Stratiotes","Krabbescheer (G)",,,,
6511,,"Suaeda","Schorrekruid (G)",,,,
6512,,"Subularia","Priemkruid (G)",,,,
6513,,"Succisa","Blauwe knoop (G)",,,,
6514,,"Symphoricarpos","Sneeuwbes (G)",,,,
6515,,"Symphytum","Smeerwortel (G)",,,,
6516,,"Tanacetum","Wormkruid (G)",,,,
6517,,"Taraxacum","Paardebloem (G)",,,,
6518,,"Taxus","Taxus (G)",,,,
6519,,"Teesdalia","Klein tasjeskruid (G)",,,,
6520,,"Tetragonolobus","Hauwklaver (G)",,,,
6521,,"Teucrium","Gamander (G)",,,,
6522,,"Thalictrum","Ruit (G)",,,,
6523,,"Thelypteris","Moerasvaren (G)",,,,
6524,,"Thesium","Bergvlas (G)",,,,
6525,,"Thlaspi","Boerenkers (G)",,,,
6526,,"Thymus","Tijm (G)",,,,
6527,,"Tilia","Linde (G)",,,,
6529,,"Torilis","Doornzaad (G)",,,,
6530,,"Tragopogon","Morgenster (G)",,,,
6531,,"Trientalis","Zevenster (G)",,,,
6532,,"Trifolium","Klaver (G)",,,,
6533,,"Triglochin","Zoutgras (G)",,,,
6534,,"Trisetum","Goudhaver (G)",,,,
6535,,"Tuberaria","Gevlekt zonneroosje (G)",,,,
6536,,"Tulipa","Tulp (G)",,,,
6538,,"Tussilago","Klein hoefblad (G)",,,,
6539,,"Typha","Lisdodde (G)",,,,
6540,,"Ulex","Gaspeldoorn (G)",,,,
6541,,"Ulmus","Iep (G)",,,,
6542,,"Urtica","Brandnetel (G)",,,,
6543,,"Utricularia","Blaasjeskruid (G)",,,,
6544,,"Vaccaria","Koekruid (G)",,,,
6545,,"Vaccinium","Bosbes (G)",,,,
6546,,"Valeriana","Valeriaan (G)",,,,
6547,,"Valerianella","Veldsla (G)",,,,
6548,,"Vallisneria","Vallisneria (G)",,,,
6549,,"Verbascum","Toorts (G)",,,,
6550,,"Verbena","Verbena (G)",,,,
6551,,"Veronica","Ereprijs (G)",,,,
6552,,"Viburnum","Sneeuwbal (G)",,,,
6553,,"Vicia","Wikke (G)",,,,
6554,,"Vinca","Maagdenpalm (G)",,,,
6555,,"Vincetoxicum","Engbloem (G)",,,,
6556,,"Viola","Viooltje (G)",,,,
6557,,"Viscum","Maretak (G)",,,,
6558,,"Vulpia","Langbaardgras (G)",,,,
6559,,"Wahlenbergia","Klimopklokje (G)",,,,
6560,,"Wolffia","Wortelloos kroos (G)",,,,
6561,,"Xanthium","Stekelnoot (G)",,,,
6562,,"Zannichellia","Zannichellia (G)",,,,
6563,,"Zostera","Zeegras (G)",,,,
6564,,"Abies","Zilverspar (G)",,,,
6565,,"Picea","Spar (G)",,,,
6566,,"Larix","Lork (G)",,,,
6567,,"Amsinckia","Amsinckia (G)",,,,
6568,,"Calendula","Goudsbloem (G)",,,,
6569,,"Camelina","Huttentut (G)",,,,
6570,,"Cannabis","Hennep (G)",,,,
6571,,"Caucalis","Caucalis (G)",,,,
6573,,"Chondrilla","Knikbloem (G)",,,,
6574,,"Citrullus","Watermeloen (G)",,,,
6575,,"Coriandrum","Koriander (G)",,,,
6577,,"Cosmos","Cosmos (G)",,,,
6578,,"Cotoneaster","Dwergmispel (G)",,,,
6579,,"Dactylorhiza","Handekenskruid (G)",,,,
6580,,"Elaeagnus","Olijfwilg (G)",,,,
6581,,"Eleusine","Plat handjesgras (G)",,,,
6582,,"Eruca","Zwaardherik (G)",,,,
6583,,"Foeniculum","Venkel (G)",,,,
6584,,"Glycine","Sojaboon (G)",,,,
6585,,"Guizotia","Gingellikruid (G)",,,,
